File:,"../Sarcasm/Sarcasm_train_set_1.csv"
TEXT,VALUE,PRED,CORRECT
"last remaining ivory-billed woodpecker really squandering species' final weeks",1,1,MATCH
"mccain late to debate due to greyhound delays",1,1,MATCH
"tina fey and amy poehler's squad puts taylor swift's to shame on 'snl'",-1,-1,MATCH
"fighting and airstrikes continue throughout yemen as dialogue remains distant",-1,-1,MATCH
"man in suit makes decision affecting thousands of non-suited individuals",1,1,MATCH
"culinary world stunned as horse meat found at 3-star michelin restaurant the horse & pony",1,-1,FAIL
"aviva sees the light",-1,-1,MATCH
"what selma blair's 'outburst' teaches us about mixing pills and alcohol",-1,-1,MATCH
"should we pay the staggering economic and human costs of nuclear weapons?",-1,-1,MATCH
"woman in commercial doing yoga to narration of drug's fatal side effects",1,1,MATCH
"george clooney on why he'll never dye his hair",-1,-1,MATCH
"beginning or ending? when our kids go off to college",-1,-1,MATCH
"iman shumpert helped deliver his baby, and headphones were involved",-1,-1,MATCH
"why eating salmon is so damn good for your skin",-1,-1,MATCH
"live: south korea vs. algeria",-1,-1,MATCH
"'chapter 1: clark,' reports awful manuscript",1,1,MATCH
"man who bought 34th anniversary reissue of fleetwood mac's 'rumours' feeling like real idiot after passing display for 35th anniversary edition",1,1,MATCH
"look at it: it's goddamn beautiful",1,-1,FAIL
"rightist critics of pope francis",-1,1,FAIL
"shake it off: what i learned from a negative review",-1,-1,MATCH
"zeke thomas wants gay men to stop staying silent about assault",-1,-1,MATCH
"the bible could become tennessee's official state book",-1,-1,MATCH
"kobe bryant feuds with michael b. jordan in spot-on apple tv ad",-1,-1,MATCH
"texas mom outraged because her daughter's school won't allow sunscreen",-1,-1,MATCH
"the nixonization of donald trump",-1,-1,MATCH
"singapore airlines flight catches fire, no casualties",-1,-1,MATCH
"advertising manager working hard to teach son value of an impression",1,-1,FAIL
"evangelical haggard claims he was molested by republican congressman",1,1,MATCH
"trevor noah mocks republican conspiracy theories on russian probe",-1,-1,MATCH
"new film only stars one eddie  murphy",1,1,MATCH
"the perfect to keep a sexy bod and still enjoy your vacation",-1,-1,MATCH
"emma stone ruled the red carpet in a jumpsuit",-1,-1,MATCH
"employee worries coworker's computer screen may be larger",1,-1,FAIL
"unlikely team of allies unite to take on airport gate agent",1,1,MATCH
"colbert's mcdonald's all-day breakfast prophecies are coming true",-1,-1,MATCH
"the long fight for justice",-1,-1,MATCH
"cooking off the cuff: a simple sicilian way with swordfish - with a light sauce as equal partner",-1,-1,MATCH
"the world cup winners selfie is the best ever",-1,-1,MATCH
"'98 camaros test higher than owners",1,-1,FAIL
"sushi-themed kitkats are coming to japan for valentine's day",-1,-1,MATCH
"royal baby already making new friends",1,1,MATCH
"meet the trans woman who wants to change romantic comedies",-1,-1,MATCH
"sarah byrne's gps guide for happiness",-1,-1,MATCH
"6 ways to reduce plastic waste this summer",-1,-1,MATCH
"trump rebuffs his opioid task force, declines to declare state of emergency",-1,-1,MATCH
"hbo's new streaming service is now live",-1,-1,MATCH
"ukraine begins to cut off transportation to crimea",-1,1,FAIL
"paleontologists determine dinosaurs were killed by someone they trusted",1,1,MATCH
"person sitting in parked car at 2:00 a.m. probably upstanding member of community",1,1,MATCH
"it's 2016. do you know where your bombs are falling?",-1,-1,MATCH
"why it's hard to be a woman",-1,-1,MATCH
"parking lot attendant seemingly unaware new day a gift from god",1,-1,FAIL
"enrique iglesias and anna kournikova share first photos of newborn twins",-1,-1,MATCH
"how can businesses build trust?",-1,-1,MATCH
"astronomers celebrate 300th anniversary of discovering sky",1,1,MATCH
"man wearing low-cut swimsuit as though public pool a sun-kissed sardinian cove",1,-1,FAIL
"trump court pick says he was joking when he compared gay marriage to marrying bacon",-1,-1,MATCH
"dinner recipe ideas to cook with your roommate",-1,-1,MATCH
"cop takes cinnamon bun into own hands",1,1,MATCH
"latest bin laden tape for completists only",1,1,MATCH
"woman bids farewell to former self before beginning new skin care regimen",1,1,MATCH
"report: someone needs to get chips and dip away from area man",1,1,MATCH
"our nation's truckers: are we meeting their pancake needs?",1,-1,FAIL
"pabst drinker celebrates pabst purchase with pabst",1,-1,FAIL
"algerian dies of natural causes",1,1,MATCH
"renowned ornithologist always secretly wanted to be a bird",1,-1,FAIL
"woman with furrowed brow on airplane carefully studies article about which actress wore dress better",1,1,MATCH
"man thinks receptionist is hitting on him",1,1,MATCH
"middle manager follows proper procedure",1,1,MATCH
"nothing going right for area surgeon today",1,1,MATCH
"queer aussie men strip down for intimate indie magazine pictorial",-1,-1,MATCH
"national defense strategy",-1,-1,MATCH
"hillary clinton gets a clean bill of health from her doctor",-1,-1,MATCH
"this octogenarian took in dozens of abandoned dogs and built them a mini-train",-1,-1,MATCH
"meatless monday: robin asbell gets juiced",-1,-1,MATCH
"boardroom hokey pokey: that dance that women do",-1,-1,MATCH
"'dawn of the planet of the apes' owns weekend box office",-1,-1,MATCH
"dad's tough exterior hides angry, resentful center",1,-1,FAIL
"cultivating the 4 c's of mindfulness for greater peace, poise and personal power",-1,-1,MATCH
"man hopes hot woman in next apartment can hear how well he's fucking his girlfriend",1,1,MATCH
"hilarious video shows 'how to bake easter cookies like a toddler'",-1,-1,MATCH
"judge schedules hearing in reopened 'serial' case",-1,-1,MATCH
"sony exec's apology following prejudicial emails is just not enough, and here's why",-1,-1,MATCH
"what everyday iranians have to say about the nuclear deal now that it's a reality",-1,-1,MATCH
"gop congressman who once tried to unseat john boehner blasts colleagues for trying to do the same",-1,-1,MATCH
"we aren't doing enough to help syrian refugees, but how much more can we do?",-1,-1,MATCH
"state's abortion waiting period allows women to explore alternatives to making their own decisions",1,-1,FAIL
"aunt on facebook casually advocates war crime",1,-1,FAIL
"dry, flavorless cupcake disappointing to last bite",1,1,MATCH
"trump's deadly embrace of israel",-1,-1,MATCH
"out of respect for families, horrific disaster footage repeated hourly",1,1,MATCH
"mother only wants one bite",1,1,MATCH
"waiting for a grown-up in the white house",-1,-1,MATCH
"area cow doesn't suspect a thing",1,1,MATCH
"parents finally tell 2-year-old about 9/11",1,1,MATCH
"jason priestley praises shannen doherty's bravery amid cancer battle",-1,-1,MATCH
"anderson cooper throws another box of letters from gay children into dumpster",1,1,MATCH
"the downside of the boom",-1,-1,MATCH
"7 infections athletes could get from rio's contaminated waters",-1,-1,MATCH
"a st. paddy's day green juice crawl is a thing that exists",-1,-1,MATCH
"christian science pharmacist refuses to fill any prescription",1,1,MATCH
"liberals, it's time to look at ourselves in the mirror",-1,-1,MATCH
"ex-girlfriend flashback leaves man paralyzed in produce aisle",1,1,MATCH
"peta complains as revised sat tested on chimpanzees",1,-1,FAIL
"trump surrogate shot down while trying to spin on sexual assault claims",-1,-1,MATCH
"nurses endure a shocking amount of violence on the job",-1,-1,MATCH
"man hates it when trailer gives away entire premise of movie",1,1,MATCH
"tesla's elon musk is thinking about designing an electric plane",-1,-1,MATCH
"dad reaches age where it's no longer enjoyable to make fun of how old he is",1,1,MATCH
"8-bit versions of famous art and pop icons are all kinds of yes",-1,-1,MATCH
"kevin pierre-louis is tackling depression stigma by sharing his own experience",-1,-1,MATCH
"leno's voicemail message pauses for laughter",1,-1,FAIL
"twitter is way more brutal than the nfl",-1,-1,MATCH
"suicide bomber reacts poorly to surprise birthday party",1,1,MATCH
"the nfl should release the details of its johnny manziel investigation",-1,-1,MATCH
"war-torn, blood-soaked kosovo: would bombing it help?",1,1,MATCH
"long story short, they had to cut off area guy's arm",1,1,MATCH
"colorado congressman hangs on after splitting with donald trump",-1,-1,MATCH
"royal baby spits up on great-grandmother",1,-1,FAIL
"the oldest of the old are actually fine with dying, study finds",-1,1,FAIL
"guys' night out to include several key non-guys",1,1,MATCH
"donald trump voted least desirable neighbor of the year",-1,-1,MATCH
"woman tragically succumbs to natural hair color",1,1,MATCH
"indian casino uses every part of the dollar",1,-1,FAIL
"girl whose speech about charlotte went viral finds a fan in hillary clinton",-1,-1,MATCH
"pope francis says his time as pope will be short, misses pizza",-1,-1,MATCH
"behind the scenes of an intricate fbi sting",-1,-1,MATCH
"here's where you can find paradise in italy",-1,-1,MATCH
"your favorite 'game of thrones' actor, peter dinklage, might be in 'avengers'",-1,-1,MATCH
"how these psychologists are prioritizing mental health care for black america",-1,-1,MATCH
"harper's index: percentage of harper's readers who only read index: 98",1,1,MATCH
"intergalactic law enforcement officers place energy shackles on hillary clinton",1,-1,FAIL
"wednesday's morning email: kim jong un visits china",-1,-1,MATCH
"tv commercial for beverage features woefully reckless pouring technique",1,-1,FAIL
"republican running for open montana house seat doubles down on creationist stance",-1,-1,MATCH
"gallup poll: rural whites prefer ahmadinejad to obama",1,-1,FAIL
"magnificent sunset loses out to home improvement, judge judy hour",1,1,MATCH
"chrissy metz says she was physically abused by her stepfather as a teen",-1,-1,MATCH
"wisconsin students trumped the rest with their pumpkin decorating",-1,-1,MATCH
"eating enthusiast acquires chocolate eclair",1,-1,FAIL
"crate & barrel introduces line of disgusting couches you can put on your porch",1,-1,FAIL
"university of tulsa off the hook in sexual assault lawsuit",-1,-1,MATCH
"should you marry that guy?",-1,-1,MATCH
"hellmann's introduces new meat-on-the-bottom mayo cups",1,1,MATCH
"obama caves to girl scout lobby, wears tiara in photo",-1,-1,MATCH
"your weight is just a symptom",-1,-1,MATCH
"the easiest step-by-step guide to start traveling",-1,-1,MATCH
"japanese family puts aging robot in retirement home",1,1,MATCH
"walmart limits opioid prescriptions in bid to curb epidemic",-1,-1,MATCH
"scientist has nagging feeling he left particle accelerator on",1,1,MATCH
"justice kennedy out for rest of session with tear in adjudicatory tendon",1,1,MATCH
"khloe kardashian poses braless for women's health and looks amazing",-1,-1,MATCH
"white house quietly retracts entire state of the union address",1,-1,FAIL
"overweight man receives 'lose weight fast' spam e-mail featuring his picture",1,1,MATCH
"america gets set to enjoy month or so of libya seeming like symbol of freedom",1,-1,FAIL
"hemmed-in seattle mayor calls for emergency deforestation",1,-1,FAIL
"healthy aging tips for 30-somethings",-1,-1,MATCH
"snoop dogg helps give out 1,500 turkeys to families in need",-1,-1,MATCH
"apparently werewolf was allergic to peanuts",1,-1,FAIL
"police department deploys fancyclothes cop",1,-1,FAIL
"report: syria running dangerously low on civilians to oppress",1,1,MATCH
"dad shoots daughter while teaching her about gun safety",-1,-1,MATCH
"aol instant messenger to sign off forever after 20 years",-1,1,FAIL
"u.s-russian plan calls for syria ceasefire starting saturday",-1,-1,MATCH
"john kelly hoping prejudiced anti-immigrant comments got him back on trump's good side",1,-1,FAIL
"benedict cumberbatch prepares for battle in magical new 'doctor strange' trailer",-1,-1,MATCH
"biting argument over trump may cost man his ear",-1,-1,MATCH
"pringles level at six inches and falling",1,-1,FAIL
"boy george opens up about happiness, being a u.s. politics junkie and more",-1,-1,MATCH
"criminal prosecuted to fullest extent of budget",1,1,MATCH
"octavia spencer bought out a screening of 'hidden figures' for low-income families",-1,-1,MATCH
"obama's still trying to convince people his birth certificate is real",-1,-1,MATCH
"kim kardashian calls out congress for failing to close the 'terror gap'",-1,-1,MATCH
"'curb your enthusiasm' over rand paul's uneasy reaction to donald trump",-1,-1,MATCH
"hayley kiyoko is the unapologetically queer pop star we've been waiting for",-1,-1,MATCH
"new york bomber sought an isis-inspired attack with failed device, investigators say",-1,-1,MATCH
"frustrated dad at restaurant just wants a normal burger",1,-1,FAIL
"marriage confession: our 50 shades are more frayed than grey",-1,-1,MATCH
"huffpost hill - have *you* been injured by a federal appellate court ruling?",-1,-1,MATCH
"hero teacher stops high school shooter in washington state",-1,-1,MATCH
"'from mid-range he could kill you': bernie sanders' basketball days",-1,1,FAIL
"internet crashes as billions of people go online to purchase the onion's latest book, 'the trump leaks'",1,-1,FAIL
"goldman sachs reaches $5 billion settlement over mortgage securities",-1,-1,MATCH
"gun dealer likely thwarted mass shooting by refusing sale: sheriff",-1,-1,MATCH
"former chinese dissident has your order ready",1,-1,FAIL
"burkina faso, french troops end deadly hotel siege claimed by al qaeda group",-1,1,FAIL
"how to eat healthy around the world (bone broth, anyone?)",-1,-1,MATCH
"first-grader given sticker for behavior during lockdown drill",1,1,MATCH
"10 things you didn't know about cameron diaz",-1,-1,MATCH
"man with backed-up shower drain enjoys luxurious foot soak",1,1,MATCH
"cnn panelists warn north korea situation way too complex for them to discuss intelligently",1,1,MATCH
"military institutes new 'don't tell, let me guess' policy",1,-1,FAIL
"texas now regretting wasting doses of pancuronium bromide on innocent guys back in 1997, 2000, 2004",1,1,MATCH
"trump's moment of truth is coming",-1,-1,MATCH
"connecticut to give its electoral college votes to national popular vote victor",-1,-1,MATCH
"clarissa from 'clarissa explains it all' is all grown up in new book",-1,1,FAIL
"meet 10 inspiring people over 50 giving back to the world",-1,-1,MATCH
"advice for the man who asks me to marry him",-1,1,FAIL
"coast guard drags decoy boca raton into middle of ocean in attempt to lure away hurricane irma",1,1,MATCH
"the 'most dangerous' sex position is ....",-1,-1,MATCH
"urban planner clearly depressed when she came up with street names",1,1,MATCH
"an astronaut's suggestion on how to fix politics would be expensive but probably pretty effective",-1,-1,MATCH
"getting up close to homophobia",-1,1,FAIL
"is tpp a living" document?"",-1,-1,MATCH
"6 things millennials should do before buying a house",-1,-1,MATCH
"toward a fairer admissions process",-1,-1,MATCH
"ozone repletion project nearly finished",1,-1,FAIL
"meat industry introduces new easy-tear perforated beef",1,1,MATCH
"trump fans the flames",-1,-1,MATCH
"sharon stone auctioned off to german conglomerate",1,1,MATCH
"boston teachers visit students' countries of origin to bridge cultural divide",-1,1,FAIL
"staples adds 'staff picks' section",1,-1,FAIL
"trump to send jared kushner and envoy to middle east for israeli-palestinian peace talks",-1,-1,MATCH
"brad pitt called before congress to testify about bicep regimen",1,1,MATCH
"australian politicians are gloating about their nation's draconian refugee policy",-1,1,FAIL
"area man has shitty fuckin' job",1,1,MATCH
"trump supporters are stepping up their attacks on bob mueller and the fbi",-1,-1,MATCH
"family knows not to interrupt dad while he's skimming pool, listening to orioles radio broadcast",1,1,MATCH
"californian falls to his death from cliff trying to rescue his dog",-1,-1,MATCH
"melissa etheridge marries linda wallem",-1,-1,MATCH
"hentai message board features surprisingly close-knit, supportive community",1,-1,FAIL
"paul ryan's attempt at being a relatable 'emoji guy' backfires",-1,-1,MATCH
"to hope again",-1,1,FAIL
"time magazine just six months from big cocktail-nation-craze story",1,1,MATCH
"thousands are flocking to washington this weekend to demand climate action",-1,-1,MATCH
"netanyahu provides stunning new evidence that iranians planned sacking of babylon in 539 b.c.",1,1,MATCH
"huffpost exclusive: greece pre-election poll",-1,-1,MATCH
"nick cannon responds to mariah carey's engagement in the best way",-1,-1,MATCH
"the same-sex marriage decision: what to make of the dissenters",-1,-1,MATCH
"the two-for-one move that tones abs and arms at the same time",-1,-1,MATCH
"man's family rises to record-high fourth priority",1,1,MATCH
"report: more companies offering paid maternity leave to mothers who complete 3 months of work ahead of time",1,1,MATCH
"sean hannity defends withholding link to trump's attorney: 'i have a right to privacy'",-1,-1,MATCH
"baseball team creates in-stadium nursing suite for moms",-1,-1,MATCH
"study: majority of new marine life species now discovered while cleaning oil spills",1,1,MATCH
"advertising firm unveils new mute-resistant commercials",1,1,MATCH
"sean spicer quietly puts painting back over unfinished escape tunnel",1,-1,FAIL
"stephen curry thinks the warriors will lose before the panthers",-1,-1,MATCH
"fridge magnet a constant reminder of arizona's existence",1,-1,FAIL
"ravens take out rival steelers in playoff grudge match",-1,1,FAIL
"facebook built censorship tool to appease china expansion",-1,-1,MATCH
"nick tilsen is building a $60 million sustainable community on the pine ridge indian reservation",-1,-1,MATCH
"rolling stones: is there humor to be found in their age?",1,-1,FAIL
"megan fox is white hot on the red carpet",-1,-1,MATCH
"'twas hubris led me here,' thinks naked woman sitting on public toilet with romper around her ankles",1,1,MATCH
"how much americans sleep, text and pee every day",-1,-1,MATCH
"disgusted researchers can't even bring themselves to find out how much mayo the average american consumes yearly",1,-1,FAIL
"uber gave government millions of users' data",-1,1,FAIL
"college newspaper staff know exactly how they would respond if editorial freedom challenged",1,-1,FAIL
"the mid-sex realization that changed everything",-1,-1,MATCH
"6 rentboys tell all: what did the rentboy bust do to the hustler economy?",-1,-1,MATCH
"6-year-old cries when told mtm productions kitten dead by now",1,1,MATCH
"oscars audience shrugging uproariously during jimmy kimmel's opening monologue",1,1,MATCH
"ukraine ceasefire remains shaky, but still holding",-1,-1,MATCH
"doctor quickly scribbles prescription that will lead to 30-year battle with painkiller addiction",1,-1,FAIL
"safeguarding america's health system from sabotage",-1,-1,MATCH
"sweet briar college and the homogenization of u.s. higher education",-1,-1,MATCH
"these two men share the beautiful story of how their family was created",-1,-1,MATCH
"keynote speaker enlightens entire generation with theme that world is changing",1,-1,FAIL
"insiders blame rove for covering up iraq's real wmd",-1,1,FAIL
"paypal back up after suffering from temporary global outage",-1,1,FAIL
